Bus Name,Sentence,POS,NEG,NEU
Tư Tiến,"App báo một nơi, nhà xe thả một chỗ khác xong kêu bắt grab về đó đi Làm ăn gì kì vậy Đặt về bến xe Bình Dương xong thả ở chợ đầu mối Thủ Đức là sao Lúc đầu sao không báo",0.0021,0.9975,0.0004
Tư Tiến,"Xe đẹp, sạch sẽ có nước và bánh miễn phí",0.9994,0.0003,0.0003
Tư Tiến,"Xe sạch đẹp nằm rất thoải mái. Tài xế chạy kỹ, an toàn, phục vụ dễ thương.",0.9987,0.0006,0.0008
Tư Tiến,Xe mở máy lạnh quá lạnh nói tài xế rồi cug như ko,0.0015,0.9983,1e-04
Tư Tiến,Xe mới mua 1 ngày đem gửi về. Nhà xe không để đồ lót mà chỉ quăng đại vào hầm xe. Không có trách nhiệm với tài sản của khách.,0.0004,0.999,0.0006
Tư Tiến,"Đi xe Biên Hòa- Vũng Tàu mà cứ tưởng là đi máy bay ko, tại delays quá lâu, xe chạy lúc 3pm mà đợi đến hơn 4pm mới có xe đi. Nhưng vì là ngày lễ và trời mưa nên cũng đành chịu. Tài xế rất vui vẻ cho 10 điểm.",0.9964,0.0008,0.0027
Tư Tiến,Ok chạy xe an toàn,0.9993,1e-04,0.0005
Tư Tiến,"Xe đón đúng giờ, sạch sẽ",0.9976,0.0004,0.0021
Tư Tiến,"Xe ok mình có bầu đi phòng đôi mà vẫn thấy rộng, chiều ngang giường khoảng 1.1m, có điều tài xế với lơ xe thấy hơi cọc",0.9933,0.0013,0.0054
Tư Tiến,"5* lun ạ vì mẹ e mất điện thoại do làm rơi trên xe xong nhà xe hỗ trợ trả lại tận nơi luôn dù xa quá trời xa. Giường nằm êm, bạn nào đô con thì chỉ nên nằm một mình, sạch sẽ, máy lạnh mát, 2 màn hình.",0.9997,0.0002,1e-04
Tư Tiến,Mình rất thích thái độ pv của nhân viên nhà xe mặc dù mình ra trễ nhưng bác tài và anh lơ xe vẫn đợi mình tận 10p thực sự là dịch vụ quá tốt nếu có đi lần sau mình cũng sẽ chọn xe tư tiến đồng hành cùng mình👍,0.9997,0.0003,1e-04
Tư Tiến,Rất hài lòng,0.9997,0.0002,0.0002
Tư Tiến,Xe sạch sẽ,0.9994,0.0002,0.0005
Tư Tiến,Nhà xe đã chờ mình khi trễ xíu,0.9985,0.0012,0.0003
Tư Tiến,“Trễ chuyến kêu đứg chỗ này chạy chỗ kia Đã v trên web ghi 9h30 mà ts 11h ms gọi. Vậy mà còn k đợi lại hẹn chuyến khác nữa” Nhưng mà bên nhân viên cũng xin lỗi r với hơi sai sót nhưg đã khắc phục r. Cũng dễ thw cho 50k tiền bù để khắc phục” Thôi mog mấy a rút kinh nghiệm để mấy ae trog đây còn hoan hỉ ủng hộ nhé.,0.9554,0.0185,0.0261
Tư Tiến,"Trên xe có người hút thuốc. Không rõ là tài xế hay khách nhưng hút thuốc 2,3 lần trong suốt hành trình 8 tiếng. Xe máy lạnh mà hút thuốc vậy vô cùng ngộp. Nhờ nhà xe chú ý nhắc nhở lơ xe và tài xế giùm",0.0008,0.9979,0.0013
Tư Tiến,Mình bị trễ chuyến tàu nhưng nhà xe vẫn hỗ trợ đợi mình. Rất cảm ơn nhà xe,0.9983,0.0003,0.0014
Tư Tiến,xe chạy chưa đúng giờ đến cho lắm,0.0004,0.9994,0.0002
Tư Tiến,"Đón trễ 45', nơi đón ko có nhà chờ làm cả gđ nửa đứng nửa ngồi đêm hôm.",0.0023,0.9865,0.0112
Tư Tiến,Nhân viên tài xế vui vẻ. Nhưng nhà xe có thể nào cải thiện việc nhồi nhét quá số người quy định giùm không? Mình có đặt xe qua vexere thì có chỗ nhưng nhận khách quá số lượng nên khách nằm ngồi la liệt lối đi. Bất tiện vô cùng.,0.0127,0.9777,0.0096
Tư Tiến,Tạm được,0.2351,0.0155,0.7494
Tư Tiến,"5 sao, sẽ quay lại ủng hộ chúc nhà xe ngày càng thành công",0.9992,0.0002,0.0006
Tư Tiến,"Điểm nhấn đầu tiên là xe sạch sẽ, gối mền... mọi thứ đều ổn. Điểm đón khách không đúng như trên app nên khách phải tự di chuyển đến BX BD. Xe trung chuyển là oto 7 chỗ, tài xế trung chuyển lịch sự rành đường nên đưa đến điểm tập kết trên QL1A khá đúng giờ. Nói chung khá hài lòng với nhà xe.",0.9995,0.0003,0.0002
Tư Tiến,đi nhỏ tới g thấy vẫn còn oki lắm,0.9996,0.0003,1e-04
Tư Tiến,Chạy không đúng giờ Bảng giá gửi xe máy kèm theo là 300k mà khi thu lại là 350k trong khi bảng giá có in trước phòng vé và ghi chú khi đặt vé các kiểu.,0.0005,0.999,0.0005
Tư Tiến,Chạy không đúng giờ.,0.0021,0.9846,0.0133
Tư Tiến,"Theo cảm nhận cá nhân là chổ nằm khá bẩn, rèm bị dính kẹo cao su, chổ sạc điện thoại 5v, không sạc được. Xe chạy chậm, hay ngừng. Không phù hợp giá tiền. Không bằng xe Phương Hồng Linh, vé chỉ 150k cùng đoạn đường nhưng rất ổn.",0.0018,0.9966,0.0017
Tư Tiến,Ok khá tốt.chuyến đi thoải mái,0.9994,0.0003,0.0003
Tư Tiến,ổn,0.9862,0.0004,0.0134
Tư Tiến,Nhân viên nói chuyện cũng được. Hành trình bị trễ mất 1 tiếng do tài xế chạy xe bị bắn tốc độ 2 lần. Xe nhồi nhét cho khách nằm dọc 2 bên lối đi như xe dù. Nhà xe làm ơn cải thiện chất lượng giùm.,0.0139,0.9771,0.009
Tư Tiến,"Trời lần đầu tiên trong đời tui được xe đợi mọi người ạ. 30/3/2024 mình có chuyến Suối Tiên về Rạch giá. Xe hẹn 23h mà 220h40 xe tới rồi. Mà tui chạy ra sợ bị càm ràm mà mấy quá mấy Anh dễ thương chạy lại tiếp hành lý, vui vẻ. Lần đầu tiên đi xe lạ mà ưng bụng quá trời.",0.9994,0.0002,0.0004
Tư Tiến,"Cả nhóm mình rất hài lòng,tài xế chạy rất êm ,không bóp kèn in ổi nên ngủ rất ngon.xe có nhiều gấu bông sịn sò,chuẩn bị bánh và nước mua chuộc khách",0.9992,0.0007,0.0
Tư Tiến,"Ghế này nằm 1 người rất rộng rãi thoải mái đỡ bị say xe. Nhưng giờ giấc hẹn ko chính xác lắm, giờ hiện trên app với giờ nhà xe hẹn đều phải đợi khá lâu",0.0816,0.88,0.0384
Tư Tiến,"Thái độ nhân viên tốt, xe ok nhưng xe về khá trễ so với thời gian dự kiến. Những ai có lịch đi công tác hay việc quan trọng nên trừ hao đi chuyến sớm để ko lỡ việc mn",0.1323,0.0429,0.8247
Tư Tiến,Xe xạch sẽ. Đẹp💓,0.9959,0.0004,0.0037
Tư Tiến,"Tài xế với phụ xe hướng dẫn rất nhiệt tình .Có xe trung chuyển tới tận bến tàu lunn ,Good 🥰",0.9997,0.0002,1e-04
Tư Tiến,Tuyệt vời khi đi xe Tư Tiến..đáng tin cậy và uu tín nha mọi người,0.9995,0.0004,1e-04
Tư Tiến,Lơ xe lần này nói chuyện lịch sự nhưng vẫn sắp sai ghế. Mong nhà xe cố gắng sắp đúng ghế đã đặt giùm,0.0022,0.9954,0.0024
Tư Tiến,Sắp sai số ghế đã đặt. Phụ xe sắp sai chỗ mà còn cãi nhau với khách hàng. Nhân viên tổng đài thì nói chuyện lịch sự mà phụ xe thì như xe dù.,0.0006,0.9992,0.0002
Tư Tiến,Thái độ nhân viên lái xe khá tốt. Hài lòng chất lượng và giá cả,0.9982,0.0006,0.0012
Tư Tiến,Đánh giá lại 5 sao cho nhà xe Hy vọng lần sau sẽ có trải nghiệm thật tốt 👌,0.9994,0.0002,0.0004
Tư Tiến,Nhà xe sắp chỗ ngồi không đúng với vé xe đã đặt. Đi từ Suối Tiên về Thứ mười một phải sang xe khác giữa chừng. Không thoải mái.,0.0005,0.9992,0.0003
Tư Tiến,Không đúng lịch trình trên App Đón khách trễ hơn 3h đồng hồ Nhân viên thái độ không tốt,0.0002,0.9993,0.0005
Tư Tiến,"Hôm mình đi xe gọi k trung chuyển dc, nên kêu mình đi grab tới chỗ xe trả tiền lại cho mình. Hài lòng nhe, 5 sao",0.9993,0.0002,0.0005
Tư Tiến,Chạy qua chậm,0.0005,0.9993,0.0002
Tư Tiến,tuyệt vời,0.9997,0.0002,1e-04
Tư Tiến,"Lơ xe và tài xế nc lịch sự vui vẻ, chung chuyển đến đúng nơi. Nói chung là k có gì phàn nàn 10đ",0.9996,0.0002,0.0002
Tư Tiến,"Quá mệt mỏi và bực bội vì xe đón ko đúng giờ, trễ rất nhiều thời gian so với lịch trình và nhân viên hẹn. Gần 1 tiếng luôn. Trong khi đó mình có con nhỏ gần 12h đêm đứng ngoài đường rất bất tiện.",0.0012,0.9987,0.0002
Tư Tiến,"Xe chạy sớm hơn giờ ghi trên app tầm 10p, xe sạch sẽ đi tốc độ vừa phải nhưng vẫn tới sớm hơn dự kiến. Trải nghiệm rất tốt mỗi tội giường nằm hơi nhiều cát ngoài ra xe sạch k có mùi ❤️‍🔥",0.9995,0.0003,0.0002
Tư Tiến,Tốt,0.9938,0.0005,0.0057
Tư Tiến,Tốt,0.9938,0.0005,0.0057
Tư Tiến,Tất cả rất ok,0.9993,0.0003,0.0004
Tư Tiến,Tệ,0.0029,0.997,1e-04
Tư Tiến,Nhà xe rất ok,0.9997,0.0002,1e-04
Tư Tiến,"Nhà xe gọi điện thông tin lại khá trễ, xe ghi đón lúc 17h. Lúc mình đặt vé thì thấy trên xe chỉ có 2 vé vị trí mình đặt nên sợ bị hủy chuyển mà gần 16h vẫn chưa thấy gọi điện để xác nhận gì ngoài thư gửi qua gmail nên gọi điện hỏi. Nhà xe kêu sẽ gọi trước 30p để kêu ra, mà 16h20 gọi phát bác tài kêu ra gấp 20p nữa xe tới trong khi trên app ghi 17h. Xong mình cũng chạy gấp ra thì đúng 17g hơn tí xe mới chạy mà gọi điện trễ mà hối dữ quá. Thêm cái chỗ mình nằm có cái lỗ máy lạnh bị hư, nguyên cái lỗ to chà bá nó cứ thổi hơi máy lạnh vào lạnh gần chết mà không có gì bịt được.",0.0014,0.9969,0.0016
Tư Tiến,"Xe rất đẹp, sang trọng. Nhưng vui lòng cập nhật lại điểm đón. Trên app ghi là đón/trả ở Nguyễn Văn Linh nhưng thật ra phải ra tới cổng cao tốc Trung Lương mới lên đc xe, về cũng thả ngay ngã ba, bắt grab ra Nguyễn Văn Linh rất khó và tốn tầm 100k",0.7885,0.0948,0.1166
Tư Tiến,Dịch vụ tốt,0.9973,0.0006,0.0021
Tư Tiến,"Chỗ nằm thoải mái, rất đúng giờ, nhân viên nhẹ nhàng lịch sự. Vote 5*",0.999,0.0003,0.0007
Tư Tiến,Cho nằm ko đúng chổ vs vé đã đặt,0.0006,0.9986,0.0008
Tư Tiến,Trung chuyển sai vị trí khiến khách hàng đi bộ gần 1km mới đến nơi.,0.0025,0.9909,0.0066
Tư Tiến,"Chưa xuất hóa đơn. Đề nghị nhà xe xuất hóa đơn giúp. Thông tin Tổng công ty cổ phần bảo hiểm Xuân Thành Tầng 2, tòa nhà Thaiholdings, số 17 Tông Đản, Phường Tràng Tiền, Quận Hoàn kiếm, Hà Nội MST: 0104345961 Email: daohm@xti.com.vn",0.0003,0.0012,0.9985
Tư Tiến,"Xe mới , tài xế chạy êm ái",0.9996,0.0002,0.0002
Tư Tiến,Rất tốt,0.9997,0.0002,1e-04
Tư Tiến,"Nên thử, thái độ phục vụ nhiệt tình❤",0.9708,0.0007,0.0285
Tư Tiến,"Rất tốt ,là lựa chọn hàng đầu cho những chuyến đi sau",0.9997,0.0002,1e-04
Tư Tiến,Lần sau có đi nhất định tôi sẽ đi xe tư tiến,0.9915,0.0011,0.0074
Tư Tiến,Xe đẹp.,0.9876,0.0011,0.0113
Tư Tiến,"Xe đời mới, sạch sẽ, đúng giờ, thái độ phục vụ ổn.. Nhưng nhà xe chở vượt số người quy định quá nhiều. Dẫn đến chèn ép trên xe.. Vui lòng cải thiện vì sự an toàn của hành khách",0.005,0.9871,0.0079
Tư Tiến,dịch vụ tốt. đón khách từ cả trong khu công nghiệp. xứng đáng được 10 điểm nếu k dừng xe đón khách nhiều quá.,0.9989,0.0011,1e-04
Tư Tiến,"lái xe đúng giờ, nhân viên nhiệt tình vui vẻ, cảm giác như đang đi xe nhà. Nhưng đường đi còn dằn khiến cho người lớn tuổi như tui còn mệt mỏi. hi vọng nhà xe cải thiện thêm",0.0065,0.1747,0.8188
Tư Tiến,"Xe đến hơi chậm, giá thành đi đôi với chất lượng. Tôi rất thích sự nhiệt tình của các bạn bán vé. Sẽ quay lại",0.9304,0.0018,0.0678
Tư Tiến,"Làm ăn đàng hoàng, nhân viên vui tính, nhiệt tình. Tài xế không phóng nhanh vượt ẩu, sẽ tiếp tục sử dụng.",0.9972,0.0009,0.0019
Tư Tiến,"Xe tạm ổn, Nhân viên vui tính. Nhà xe quan tâm tới khách hàng Nên mở thêm nhiều chuyến nữa. Sẽ còn ủng hộ trong tưởng lai.",0.9944,0.0008,0.0049
Vũ Linh limousine,"Nhà xe thiếu trách nhiệm trong việc thông tin đến khách hàng về trung chuyển, làm khách tốn thêm tiền taxi",0.0165,0.9831,0.0003
Vũ Linh limousine,Tài xế lái quá ẩu hay phóng nhanh đoạn đường xấu,0.0234,0.9763,0.0003
Vũ Linh limousine,Trung chuyển tệ hại,0.0003,0.9995,0.0003
Vũ Linh limousine,Xe chạy cực kì ẩu và nguy hiểm,0.0058,0.9941,1e-04
Vũ Linh limousine,Tệ tệ và rất tệ. Đặt 2 chiều trả tiền rồi chấp nhận mất phí huỷ để huỷ chiều về. Chia tay Vũ Linh và vexere luôn. Đúng là cứ đặt thẳng mấy hãng lớn tử tế hơn rất nhiều đỡ rủi ro.,0.0006,0.9993,1e-04
Vũ Linh limousine,Nhìn chung thì tạm được ! Chỉ có điểm trừ là việc nhà xe và tài xế không chủ động liên lạc với khách hàng. Trễ chuyến khoảng 40 phút so với dự kiến ! Cần rút kinh nghiệm ! ( Trước đó lượt đi thì tx lại to tiếng tranh cãi với KH cũng không được hay lắm ! ),0.0092,0.0076,0.9833
Vũ Linh limousine,- Cần tránh những hiểu nhầm không đáng có giữa hành khách và lái xe do không có sự thống nhất ở vị trí đón khách. Dẫn đến lớn tiếng với nhau giữa hành khách tại trạm thu phí Tân An và Lx ( hành khách này đứng ngoài ngã ba tiếp giáp QL62 và đường dẫn vào trạm thu phí TA ) . Ngoài sự cố đáng tiếc trên thì nhìn chung là rất OK ! ( kể cả xe trung chuyển !) Thanks!,0.999,0.0005,0.0004
Vũ Linh limousine,"Tài xê Trung thoải mái, lái xe cẩn thận, chaem sóc nhiệt tình",0.993,0.0017,0.0052
Vũ Linh limousine,"Tôi đặc vé xe Vu Linh đi từ Saigon vô Cần Thơ với điểm trả "" Nội thành Cần Thơ "" , vậy mà tài xe không chịu trung chuyển tôi vô Nội thành mà báo tôi phải xuống xe ở vp Vu Linh",0.0008,0.9916,0.0076
Vũ Linh limousine,tôi chỉ muốn đánh giá 0sao. sẽ k có lần thứ 2 quay lại với những chuyến xe này,0.5965,0.4028,0.0007
Vũ Linh limousine,Chọn trung chuyển cho đã bắt khách tự về do xe hết chỗ🤡,0.4471,0.5525,0.0004
Vũ Linh limousine,Trung chuyển tệ,0.0002,0.9961,0.0037
Vũ Linh limousine,Trung chuyển tệ,0.0002,0.9961,0.0037
Vũ Linh limousine,"Đã đặt điểm đến tại bến xe miền Tây tài xế không vào trạm cũng không báo lạo, không nghe hỏi và thông báo những điểm đến làm mình phải bắt xe về nhà xa tậm 5km thay vì đi thẳng vào trạm gần nhà!",0.0006,0.9974,0.002
Vũ Linh limousine,"Bác tài vui vẻ, nhiệt tình!",0.9992,0.0004,0.0004
Vũ Linh limousine,"Lần này đi ổn, mà máy lạnh mạnh quá lạnh teo!",0.0159,0.8909,0.0931
Vũ Linh limousine,Xe thả ở trạm thu phí Tân An mà thả khách chưa tới chổ làm đi bộ muốn chết.,0.0026,0.9958,0.0016
Vũ Linh limousine,"Xe cũ, không có nước uống cho khách, thả khách chỗ trung chuyển nhưng bắt khách đứng đợi xe rất lâu",0.0007,0.9992,0.0002
Vũ Linh limousine,Xe cũ quá Chạy sốc mệt Dạo này chất lượng có hơi đi xuống,0.0005,0.9994,1e-04
Vũ Linh limousine,"Tệ .. cho đợi 55p lên ko có nước suối, Xe thì ko có lối đi",0.0007,0.9991,1e-04
Vũ Linh limousine,"M đặt xe 6h, báo đón lúc 6h50. Nhưng xe bị hoãn gọi lại báo xuất phát lúc 6h30, đón lúc 7h, trên app báo 7h20, nhưng xe tới đón lúc 8h5’. Thời gian báo không đúng làm khách hàng mất thời gian.",0.0017,0.9962,0.0022
Vũ Linh limousine,"Xe có mùi hôi xăng, không được sạch sẽ lắm.",0.0008,0.9982,0.001
Vũ Linh limousine,"Xe OK, hơi cũ hơn hình như không đến nỗi",0.1338,0.067,0.7992
Vũ Linh limousine,Khach xung quanh bat loa lớn nhạc… Xe trung chuyển sắp xếp hơi chậm.. Con lai ok.,0.0035,0.0012,0.9953
Vũ Linh limousine,chưa đến giờ chạy mà xe đã đi,0.0013,0.9983,0.0003
Vũ Linh limousine,Bác Tài số 1,0.9997,1e-04,0.0002
Vũ Linh limousine,Tài xế rất cọc cằn thái độ nhé mn … dưới 1 sao,0.0125,0.9132,0.0743
Vũ Linh limousine,"Đối với minh thì Xe cũ lắm nha ạ , không êm rất dằn luôn ạ vì xe cũ 😭 trừ tài xế và lơ xe nhiệt tình còn xe thì ko ưng lắm ạ",0.0008,0.9989,0.0003
Vũ Linh limousine,"Tài xế chuyến hôm đó thái độ phục không tốt, chú ấy lớn tuổi nhưng nói chuyện không lịch sự, khách hỏi mấy giờ tới thì trả lời kiểu như không muốn trả lời, còn chọc ghẹo khách hàng nữ khác trên xe",0.0019,0.9978,0.0003
Vũ Linh limousine,"Xe hư dọc đường, phải xuống xe & tự bắt xe ngoài về, tài xế không biết điểm đón tại CT do không nắm, chạy vào đường cấm, chạy quá nhanh",0.0017,0.998,0.0003
Vũ Linh limousine,"Mọi thứ ok hết, duy nhất chỉ có đoạn tài xế ngủ gật 1 đoạn ngắn chuẩn bị lên cao tốc, nhưng kịp thời xử lý. tài xế chạy ko êm hơi bị đau đầu",0.8836,0.0739,0.0425
Vũ Linh limousine,Rất buồn nôn,0.3871,0.6123,0.0005
Vũ Linh limousine,Tài xế không biết đường,0.4089,0.5115,0.0796
Vũ Linh limousine,Xe Trung chuyển không đưa đến tận nơi mặc dù nhà ngay mặt đường và chỉ trung chuyển 2 khách!,0.0067,0.989,0.0043
Vũ Linh limousine,Bác tài tốt bụng đã nhiệt tình hỗ trợ nhận lại đồ bị quên.,0.9585,0.0034,0.0381
Vũ Linh limousine,"Người lái xe vượt một cách nguy hiểm, tăng tốc rồi bất ngờ ném chúng tôi về phía trước, không giảm tốc độ khi va chạm và ở phía sau, chúng tôi thấy mình nhảy dựng lên trên ghế. Rất khó chịu! Ngoài ra, anh ta còn có những cách cư xử mà chúng tôi không đánh giá cao đối với con mình. Xúc giác quá! Và anh ấy liên tục mắng chúng tôi ngay khi con chúng tôi di chuyển ra phía trước vì sợ anh ấy mở cửa. Cửa nhà anh ấy bị hỏng à? Thậm chí còn không có dây an toàn ở ghế thứ hai phía trước. Việc lái xe, cộng thêm cửa xe, không thắt dây an toàn và thái độ của anh ta khiến chuyến đi trở nên rất căng thẳng và nguy hiểm.",0.0018,0.9981,1e-04
Vũ Linh limousine,Tài xế hơi gắt hỏng với khách,0.0203,0.9775,0.0022
Vũ Linh limousine,"Lái xe rất ẩu, leo lề, bấm còi inh ỏi, nói chuyện điện thoại lớn tiếng",0.0027,0.9973,1e-04
Vũ Linh limousine,"Tài xế xe 015-38 (từ Vĩnh long về Saig Gòn chuyến 12g30) chạy xe như bị ngáo đá, chạy quá tốc độ, liên tục lạng lách trên đường từ cao tốc đến khi vào nội đô, thái độ lồi lõm với khách khi được nhắc vì mở âm lượng youtube trên xe rất to. Đề nghị nhà xe Vũ Linh chấn chỉnh lại nếu ko sẽ có ngày tài xế này gây họa cho thương hiệu xe Vũ Linh. Tôi đã có 1 trải nghiệm kinh hoàng tồi tệ trên chuyến xe này.",0.0015,0.9984,1e-04
Vũ Linh limousine,Lần đầu trải nghiệm nói chung khá ok,0.9983,0.0004,0.0012
Vũ Linh limousine,"Xe rẽ vào đường cũ bắt khách, trả khách... nói chung là kg như trên lịch trình",0.0007,0.9992,0.0002
Vũ Linh limousine,Bác Tài lách quá vài người say xe,0.4455,0.5469,0.0076
Vũ Linh limousine,Xe đón trễ 30ph,0.0011,0.9984,0.0005
Vũ Linh limousine,"Xe chạy ổn định, tài xế lịch sự",0.997,0.0005,0.0025
Vũ Linh limousine,Tốt,0.9938,0.0005,0.0057
Vũ Linh limousine,Tài xế ghé trạm dừng chân là nhà dân công cộng chứ ko phải điểm dừng chân như mọi khi,0.007,0.9563,0.0366
Vũ Linh limousine,Quá tốt,0.9996,0.0003,1e-04
Vũ Linh limousine,"Làm ăn gian dối, tự động đổi chỗ và giờ đi mà không hề báo trước cho khách. Người ta muốn đi xe 9 chỗ mà tự ý chỉnh lại 11 chỗ; xe vừa cũ vừa dơ. Lúc hỏi bạn nữ nhân viên văn phòng ở Cần Thơ thì lại đổ lỗi qua app vé xe rẻ, lươn lẹo, trong khi mình xài app mấy năm trời mà chỉ bị dính 2 lần trời đánh của cái hãng xe này. Hôm tối 30/08 còn ráng mà gọi lấy lí do tài xế bảo xe bảo trì nên đòi chuyển qua xe 45 chỗ. Nghĩ sao mà đi lừa khách như vậy được hả???",0.0008,0.9991,1e-04
Vũ Linh limousine,"Tự ý thay đổi xe từ 9 thành 11 mà không báo, tự ý đổi chỗ ngồi của khách mà còn lươn lẹo đổ thừa app vé xe rẻ.",0.0005,0.9992,0.0003
Vũ Linh limousine,"lái xe bấm đt nhiều lần, k điều khiển tay lái, xe đi vào làn giữa. CSKH tệ, mua vé xe mắc để được trải nghiệm tốt hơn nhưng cái kết là ngồi còn k có chỗ để thẳng chân. Là Limo dữ rồi chưa",0.0006,0.9993,1e-04
Vũ Linh limousine,dịch vụ rất ok.,0.9971,0.0009,0.0021
Vũ Linh limousine,"cần xem lại nhân viên chạy trung chuyển từ bến xe rạch sỏi về nhà tôi, có hành vi thô tục, xâm hại, quấy rối tình dục, xin số điện thoại, hành động lời nói không đúng chuẩn mực, mong xem xét tránh để lại hậu quả nặng nề",0.0008,0.9991,1e-04
Vũ Linh limousine,Bị đổi chỗ phút chót mua ghế 3 nma phải ngồi ghế 11 vừa chật vừa khó di chuyển,0.0003,0.9977,0.002
Vũ Linh limousine,"Mình đi thứ 2 nên khá vắng. Trải nghiệm tốt, sau có cơ hội mình sẽ book lại.",0.9947,0.0011,0.0042
Vũ Linh limousine,Xe chạy trễ 25 phút nhưng ko báo trước!,0.0068,0.9811,0.0121
Vũ Linh limousine,Nên linh hoạt hơn với khách khi khách thay đổi việc trung chuyển,0.0794,0.4135,0.5071
Vũ Linh limousine,tạm được,0.9664,0.0139,0.0197
Vũ Linh limousine,"Tặng 1 sao đen cho anh tài xế, anh ha!",0.4868,0.0068,0.5063
Vũ Linh limousine,"Xe thoải mái, tài xế nhiệt tình, trung chuyển khá xa nhưng nhà xe vẫn hỗ trợ",0.9913,0.0024,0.0063
Vũ Linh limousine,Rất Ok luôn. Xe chạy an toàn và nhanh đến lắm.,0.9992,0.0003,0.0004
Vũ Linh limousine,Xe lắc dữ dằn. Lắc muốn rớt cái nết nhưng dc cái bác tài rất dth và nhiệt tình nên cho nhà xe 4 sao,0.9996,0.0003,1e-04
Vũ Linh limousine,"Tài xế chạy nhanh thắng gấp, vừa ăn bánh mì vừa lái xe làm khách cảm thấy không an toàn, không có nước uống cho khách, quá tệ cho chuyến đi này.",0.0034,0.9964,1e-04
Vũ Linh limousine,"Book xe 9 chỗ thành xe 11, xe chạy vừa xốc vừa chật. Làm ăn gian dối",0.0004,0.9994,1e-04
Vũ Linh limousine,"Mình đi nhiều chuyến thấy nhà xe ok, tuy nhiên chuyến ngày hôm nay, 11/7 - 17h - CT => SG tài xế thái độ lèm bèm càm ràm chửi thề khi thấy khách có mang theo vali, không giúp khách lên xuống vali mặc dù là khách nữ đang mang balo và túi xách, tài xế này cần chấn chỉnh lại thái độ phục vụ.",0.0055,0.9934,0.0011
Vũ Linh limousine,Xe chạy nhanh Bác tài thân thiện,0.9974,0.0005,0.0021
Vũ Linh limousine,Lần đầu trải nghiệm nhưng rất tốt,0.9951,0.0021,0.0028
Vũ Linh limousine,Nhà xe hỗ trợ rất nhiều khi khách muốn đổi chuyến. Tuy ở sài gòn không có xe trung chuyển,0.9974,0.0015,0.0011
Vũ Linh limousine,Chạy xe quá nguy hiểm chạy gì mà 1 tiếng 30 khiếp thiệt chớ,0.0075,0.9922,0.0003
Vũ Linh limousine,Đi vẫn hơi dằn,0.0054,0.9244,0.0702
Vũ Linh limousine,Mọi thứ rất OK ạ.. nhưng mà bác tài nói chuyện điện thoại video call quá nhìu trong quá trình lái xe.. bác tài thường xuyên để số Cao để chạy trong khi tốc độ thấp .. làm xe bị rùng rùng ngồi sau thật sự k ngủ đc… e chỉ muốn góp ý vậy thôi.. ngoài ra từ xe cho đến cách phục vụ của Nhà xe rất tuyệt vời.. sạch sẽ thơm Tho .. rất xứng đáng và giá tiền .. nhà xe góp ý và Bác tài 1 xíu nữa là Hoàn hảo ạ.. sẽ tiếp tục ủng hộ,0.9989,0.0006,0.0005
Vũ Linh limousine,"- Ưu điểm: Tài xế chạy cẩn thận, đúng tốc độ. - Nhược điểm: Nội thất khá cũ, hôi dầu và nóng.",0.0239,0.2761,0.7
Vũ Linh limousine,Xe rất đẹp và sạch sẽ nha mọi người.. tài xế rất thân thiện và khách . Có xe trung chuyển đến tận nơi.. quá Ok luôn ạ,0.9997,0.0002,1e-04
Vũ Linh limousine,Nhà xe được hết các điểm đã đánh giá,0.0872,0.0087,0.9041
Vũ Linh limousine,Rất ok,0.9997,1e-04,0.0002
Vũ Linh limousine,Rất tốt,0.9997,0.0002,1e-04
Vũ Linh limousine,Xe chạy đúng giờ nhưng xe rạch giá đi cần thơ không có chỗ cắm sạc trên xe,0.7912,0.0161,0.1927
Vũ Linh limousine,"Tài xế lo nói chuyện nên quên điểm đón khách, phải quay lại vài km, nên giờ về bến trễ hơn",0.0047,0.9929,0.0025
Vũ Linh limousine,Chỗ để chân vướng đồ của nhà xe nên không được thoải mái lắm. Bác tài nói chiện điện thoại hơi nhìu em không ngủ được 😂. Nhìn chung ổn ạ.,0.9353,0.0015,0.0632
Vũ Linh limousine,Mình đặt xe Cần Thơ - HCM là xe limosine 9 chỗ mà cuối cùng là đi bằng xe limosine 11 chỗ. Chỗ để chân hẹp hơn nhiều và ghế ngồi cũng ko thoải mái như xe 9 chỗ. Ko hề giải thích gì cả trong khi mình đã trả tiền để đc đi xe 9 chỗ,0.0005,0.9986,0.0009
Vũ Linh limousine,Tài xế thân thiện,0.9989,0.0002,0.0009
Vũ Linh limousine,"Sạch sẽ , tài xế thân thiện",0.9993,0.0003,0.0004
Vũ Linh limousine,"Đúng giờ, nhiệt tình, lịch sự",0.998,0.0005,0.0015
Vũ Linh limousine,Tài xế thân thiện,0.9989,0.0002,0.0009
Vũ Linh limousine,"Tài xế không thân thiện, nói chuyện điện thoại trên xe chửi thề không có văn hoá. Vận chuyển khách về địa điểm trung chuyển không quan tâm khách có xe về hay chưa. Xe không được êm so với hai từ limosine",0.0006,0.9992,0.0002
Vũ Linh limousine,"Tài xế chạy ẩu, không biết đường đi từ cần thơ đến rạch giá, liên tục sử dụng điện thoại cho người quen chỉ đường, làm ồn hành khách nghỉ ngơi. Xe chất lượng thấp",0.0017,0.9982,1e-04
